,DBA,BORO,Latitude,Longitude,Census Tract
42925,CAFFEINA ESPRESSO BAR,Queens,40.748906949623,-73.944379896967,1900.0
43199,TERREMOTO COFFEE,Manhattan,40.740842556333,-74.003006029015,8300.0
43200,BON VIVANT,Manhattan,40.760555966937,-73.966158588596,10800.0
43539,PROOF COFFEE ROASTER,Manhattan,40.739558493485,-73.977038424016,6600.0
43677,TERRAZZO LOUNGE AND TERRACE,Manhattan,40.752528478619,-73.982646419211,8400.0
43680,OFF TO START CAFE,Brooklyn,40.664924185833,-73.98651535890801,14900.0
43731,Time Cafe,Manhattan,40.715582366556,-73.994141736067,1600.0
43735,MIANSAI,Manhattan,40.720852469503,-73.999494937159,4500.0
43763,MAMAN HUDSON,Manhattan,40.723344441532,-74.007980292443,3900.0
43795,GREEN BEAN CAFE,Manhattan,40.768977408413,-73.95220083470899,13200.0
43956,VITTLES,Brooklyn,40.727854637821004,-73.957249135064,56100.0
44017,CAPA CAFE,Manhattan,40.723042582135,-73.993015472009,4300.0
44034,TAR PIT,Brooklyn,40.717499860644004,-73.941397627367,47700.0
44144,BENS COOKIES,Manhattan,40.733033400166,-73.991138128793,6100.0
44362,SWEET LEAF,Queens,40.747232344119,-73.95637770399101,100.0
44388,IMPERIAL CAFE,Bronx,40.855995667734,-73.855640510037,24800.0
44578,CHARTER COFFEE AND CUTS,Brooklyn,40.713370384647,-73.94420766269201,49500.0
44787,COTTON BEAN,Brooklyn,40.676134999255,-73.950641704337,31500.0
44957,ARICCIA,Manhattan,40.729072993129996,-74.003492581242,6700.0
44984,AMERICAN GRIND,Manhattan,40.787593063116,-73.947586720905,16600.0
45099,FAMILIARS VEGAN COFFEE SHOP,Brooklyn,40.686764334264005,-73.923493391104,38500.0
45202,KA-VA BAR,Brooklyn,40.711353261282,-73.95770342960999,52300.0
45255,NUEVA ESPERANZA,Queens,40.754492446465996,-73.86038394184101,38100.0
45541,SALUD ES RIQUEZA / HERBALIFE,Queens,40.745622454375,-73.883489004569,26902.0
45791,LOVE COFFEE,Queens,40.758290295728,-73.91955944641501,15500.0
45923,PEET'S COFFEE,Manhattan,40.734639061598,-73.990809555389,6100.0
45952,ARLO LIQUOR BAR BODEGA,Manhattan,40.724274927162,-74.007839700964,3700.0
45984,QATHRA CAFE,Brooklyn,40.639728837260996,-73.967704616691,52600.0
46124,KODAWARI,Manhattan,40.718376467101,-73.992846412394,1800.0
46151,ORCHARD BEACH SNACK BAR SECTION 5,Bronx,40.865153252788,-73.80283849787,50400.0
46190,"ANDREW'S CLASSIC BKLYN BAGELS,LLC",Brooklyn,40.690826232689,-73.98345224546,1500.0
46223,SALTER HOUSE,Brooklyn,40.69082462753,-73.996458946509,700.0
46232,HENRY'S LOCAL,Brooklyn,40.681613218343,-74.000630955635,6300.0
46583,STONEFRUIT,Brooklyn,40.688814913845,-73.955009786579,23300.0
46615,ROAST&CO,Queens,40.709706377739,-73.83011084456801,77500.0
46621,HI-COLLAR,Manhattan,40.729313701203,-73.985755412396,4000.0
46975,GLOWJOE CAFE,Queens,40.762481128386,-73.772127631575,146700.0
46982,ALIMAMA TEA CAFE,Manhattan,40.715832286708,-73.99911620685701,2900.0
47007,THE CAFE AT BOB'S,Queens,40.755934186326996,-73.83604201944199,87100.0
47521,JAVA GIRL,Manhattan,40.764481730057994,-73.959987157074,11800.0
47585,ALLEN HOTEL,Manhattan,40.718088131559995,-73.990938106889,1800.0
47870,TAKE A BREAK & I'LL BAKE CAFE & CREPERIE,Brooklyn,40.676156600847996,-73.998871583468,7700.0
48195,BOSIE TEA PARLOR,Manhattan,40.731326444286,-74.003532389578,6700.0
48550,STARBUCKS #48990,Manhattan,40.727227505191,-73.984417314968,3200.0
