,DBA,BORO,Latitude,Longitude,Census Tract
159540,IL FORNO PIZZA,Staten Island,40.522100284102,-74.216827567726,22600.0
159644,THE ORIGINAL SAL'S PIZZERIA,Queens,40.700626120546,-73.896399858249,55700.0
162806,3 BROS 99C PIZZA,Bronx,40.862785109869996,-73.901413797475,26500.0
164082,272 UPTOWN PIZZA,Manhattan,40.816247487236,-73.94597805448001,22800.0
167939,BELLA DONNA PIZZA,Queens,40.713494960505,-73.91108630977,53500.0
168091,STONE BRIDGE PIZZA & SALAD,Manhattan,40.752445797062,-73.980534994853,8200.0
168946,LOWER EAST SIDE PIZZA,Manhattan,40.71412728399,-73.989239643856,600.0
171958,VENECIA PIZZARIA,Staten Island,40.624967597284005,-74.147456658364,30301.0
173557,FAMOSA PIZZA,Bronx,40.85515223195,-73.886763092515,38900.0
174971,BIG CHEESE PIZZA,Bronx,40.83910873648,-73.914773951483,22300.0
176650,SOFIA WINE BAR,Manhattan,40.755383100451,-73.96975625817099,9800.0
176908,A R Workshop Staten Island,Staten Island,40.541849612161,-74.206173744691,20801.0
181409,SOUTH SHORE LITTLE LEAGUE,Staten Island,40.509990207577,-74.23085280989001,24401.0
183370,18 EAST GUNHILL PIZZA,Bronx,40.882412338618,-73.880792827495,42100.0
184386,FRESCA PIZZA,Bronx,40.814355519392,-73.913255932087,4300.0
184827,BEST PIZZA II,Manhattan,40.761808457858,-73.960338921663,10602.0
189813,SIMO PIZZA,Manhattan,40.739362832687995,-74.008776109952,7900.0
193457,CASA EDESIA PIZZERIA,Brooklyn,40.600046522971,-74.002607152394,28600.0
194961,FORMA PASTA FACTORY,Brooklyn,40.723683023266,-73.951436134798,56900.0
196362,GINO'S PIZZERIA & RESTAURANT,Queens,40.757744557873,-73.9163764416,15300.0
199122,99 CENTS BEST & FRESH PIZZA,Manhattan,40.746150736646,-73.992742367502,9500.0
200888,Mario's Pizza,Brooklyn,40.625024098939,-73.999927952159,19400.0
202184,ENZO BRUNI LA PIZZA GOURMET,Manhattan,40.718714292932,-74.000923513738,4500.0
202586,PAPA JOHN'S (STAND 310),Bronx,40.829028434834,-73.928496459645,6300.0
208786,SKINNYPIZZA,Manhattan,40.711530166285,-74.015672785414,31703.0
210609,FIRST FAMILY PIZZERIA,Bronx,40.898519867399,-73.849322462085,43600.0
212538,ARTISTIC PIZZA,Manhattan,40.730643050811,-74.000552042943,6500.0
215979,LORENZO PIZZA,Staten Island,40.58295270743,-74.096259866989,11201.0
219488,AVELLINO RESTAURANT,Queens,40.729778344863,-73.860197788032,71701.0
232739,PEPERINO,Manhattan,40.772456283691,-73.98984395039899,15100.0
235457,PIZZA BY LUCILLE'S,Manhattan,40.826155149546,-73.938793918978,23600.0
251980,J AND D PIZZA,Queens,40.732399289063004,-73.857713418128,71701.0
252302,DOMINO'S PIZZA (#3321),Bronx,40.826097029291,-73.920131170281,6100.0
261023,Cafe Rustico II,Manhattan,40.747483559742,-73.98233014293899,7400.0
265997,LA ROMANA PIZZERIA,Brooklyn,40.711739342244,-73.942888835542,49500.0
267346,KEEP IT HALAL,Brooklyn,40.629237794807,-73.96603449435099,45600.0
267396,EDON PIZZA,Brooklyn,0.0,0.0,
288278,CLAUDIO'S PIZZARIA,Manhattan,40.747613879068,-73.996784339572,9500.0
291828,SLICE & CO,Bronx,40.832481524792,-73.827776096321,16400.0
310853,WAHICCA,Bronx,40.862730044298,-73.90446159416601,25300.0
314910,Singas Famous Pizza,Queens,40.754037366988,-73.822984277631,85900.0
329844,MAMA MIA PIZZERIA & RESTAURANT,Brooklyn,40.596360154576004,-73.994155837254,30200.0
377029,NICKS PIZZA LOUNGE,Bronx,40.851043455228,-73.901778277141,38100.0
377784,DI FARA,Brooklyn,40.716792178083,-73.962075706378,55500.0
