title,director,country,spine,url,img,year
Eclipse Series 4: Raymond Bernard,,,,https://www.criterion.com/boxsets/494-eclipse-series-4-raymond-bernard,https://s3.amazonaws.com/criterion-production/product_images/1780-c489370ce256ad8a36a096bca4ed7bb4/9aNOPIxaT7oPmfJpfNfA6Bnm1Subqd_small.jpg,
Eclipse Series 5: The First Films of Samuel Fuller,,,,https://www.criterion.com/boxsets/499-eclipse-series-5-the-first-films-of-samuel-fuller,https://s3.amazonaws.com/criterion-production/product_images/1781-c1a9cab8c217f2548be90ed2a4f82591/AEzOAcQoH6LkVsoBEmkX3jWIcbBjRJ_small.jpg,
Eclipse Series 6: Carlos Saura’s Flamenco Trilogy,,,,https://www.criterion.com/boxsets/502-eclipse-series-6-carlos-saura-s-flamenco-trilogy,https://s3.amazonaws.com/criterion-production/product_images/1782-33694ba837d2ebb5ef9a504fe64fa8bc/pXn9qASn83xkM9J4eylTdSBebrSwHb_small.jpg,
Eclipse Series 7: Postwar Kurosawa,,,,https://www.criterion.com/boxsets/512-eclipse-series-7-postwar-kurosawa,https://s3.amazonaws.com/criterion-production/product_images/1783-2603233b300709ece691ce010d05b82e/ng6Q2jSnDdPKg51dQZKb8XM57DSKRU_small.jpg,
Eclipse Series 8: Lubitsch Musicals,,,,https://www.criterion.com/boxsets/517-eclipse-series-8-lubitsch-musicals,https://s3.amazonaws.com/criterion-production/product_images/1784-5d74cde2639e1ee6decfb0775aeeb91a/UITQ7Twns3VIrF5yEVIdbX3h09jcVx_small.jpg,
Eclipse Series 9: The Delirious Fictions of William Klein,,,,https://www.criterion.com/boxsets/521-eclipse-series-9-the-delirious-fictions-of-william-klein,https://s3.amazonaws.com/criterion-production/product_images/1785-ea36640f37f5031e401e5c2606f2d3e3/lcgS1E1uR77UUNHEn5iQQQfSoWEr6m_small.jpg,1962
L’eclisse,Michelangelo Antonioni,Italy,278,https://www.criterion.com/films/928-l-eclisse,https://s3.amazonaws.com/criterion-production/films/b623a8a5a4161a125b4d074a6cf1df69/Q3LSQimr74Fq4EbH2Jx0ZlzrG6bLqt_thumbnail.jpg,1972
Eight Hours Don’t Make a Day,Rainer Werner Fassbinder,Germany,946,https://www.criterion.com/films/29400-eight-hours-don-t-make-a-day,https://s3.amazonaws.com/criterion-production/films/ed394478f60a211193ba1dab88125197/w3TkERkEMljsbq7hxffsVze3JCQZ8K_thumbnail.jpg,
Eisenstein: The Sound Years,,,86,https://www.criterion.com/boxsets/204-eisenstein-the-sound-years,https://s3.amazonaws.com/criterion-production/product_images/1838-ee328a31205b114ef125fd81b54b5cd0/VZGhEsbGQY3luUNqMc64IKmXGoRe9U_small.jpg,1999
Election,Alexander Payne,United States,904,https://www.criterion.com/films/29335-election,https://s3.amazonaws.com/criterion-production/films/a75129341a5da1a31ed6cb4617cd7d2f/3X4bhh4Dgc2xO8k6iNMMtpUfFrFi8w_thumbnail.jpg,1984
The Element of Crime,Lars von Trier,Denmark,80,https://www.criterion.com/films/619-the-element-of-crime,https://s3.amazonaws.com/criterion-production/films/1ba29b595c1c2176032d369ef3fadbb1/nqH1IgQqFhw5MVK99S7nm5DyYA4K7J_thumbnail.jpg,1956
Elena and Her Men,Jean Renoir,France,244,https://www.criterion.com/films/937-elena-and-her-men,https://s3.amazonaws.com/criterion-production/films/1853137ab1295327cac9d01956b0e61b/vFL3TcaSbNqdU2R6f2cNDZqMTdBEzb_thumbnail.jpg,1937
Elephant Boy,Robert Flaherty…,United Kingdom,,https://www.criterion.com/films/27564-elephant-boy,https://s3.amazonaws.com/criterion-production/films/58ce3ee856b0d43e6d0006aedaf93987/qvDkah0HKOaioLkBTSo9OOcbrHLLcn_thumbnail.jpg,1958
Elevator to the Gallows,Louis Malle,France,335,https://www.criterion.com/films/778-elevator-to-the-gallows,https://s3.amazonaws.com/criterion-production/films/0bd44c7f53256f955cc1d7e5c2e2acf2/Zfb7FxcHW33ZPlWsnfs4EltUqFNY8J_thumbnail.jpg,1971
The Emigrants,Jan Troell,Sweden,796,https://www.criterion.com/films/28701-the-emigrants,https://s3.amazonaws.com/criterion-production/films/aaceb4cad8621ca9617f4c00b8ad4748/5xi0GwA3BbtdOq3TOnIIC17roOR2Pu_thumbnail.jpg,
The Emigrants/The New Land,,,,https://www.criterion.com/boxsets/1165-the-emigrants-the-new-land,https://s3.amazonaws.com/criterion-production/product_images/1862-a6d27bb1690cceebe0e316b9d42ad371/Mk6tOX6R5Dhlgj3yJMCixqZ8WNp7XK_small.jpg,1933
The Emperor Jones,Dudley Murphy,United States,370,https://www.criterion.com/films/807-the-emperor-jones,https://s3.amazonaws.com/criterion-production/films/6ad67d0bf18658d64747ef2cad51dba4/DPrx897B0y0xSDBctcV7Dx9kcxV4C6_thumbnail.jpg,1978
Empire of Passion,Nagisa Oshima,Japan,467,https://www.criterion.com/films/1288-empire-of-passion,https://s3.amazonaws.com/criterion-production/films/5cfc29b8af0201583b1d64c4beae9626/bsWUo0oqpwxG2OMIhPK2msUZUWW1Cr_thumbnail.jpg,1961
The End of Summer,Yasujiro Ozu,Japan,,https://www.criterion.com/films/801-the-end-of-summer,https://s3.amazonaws.com/criterion-production/films/3717d8aa738b0208b33515993e27f495/8cHQYp80RriuK7XtDvhCZ5wxSgfKjm_thumbnail.jpg,1989
An Enemy of the People,Satyajit Ray,India,,https://www.criterion.com/films/27680-an-enemy-of-the-people,https://s3.amazonaws.com/criterion-production/films/982af6f612740dc571ae652920f92c44/YTmSnmMCk6s9GY4bf3Jx6RQHrJvbn9_thumbnail.jpg,1950
Les enfants terribles,Jean-Pierre Melville,France,398,https://www.criterion.com/films/758-les-enfants-terribles,https://s3.amazonaws.com/criterion-production/films/e4526a028381532bc86086e529651fb5/VGaBnkhUUI9sKivRaj0M9IRUZt3cVP_thumbnail.jpg,1970
Equinox,Jack Woods,United States,338,https://www.criterion.com/films/780-equinox,https://s3.amazonaws.com/criterion-production/films/1b44c252088b75738f71948cd96e6d35/Lf4wqAmCvjrqx2ycM8KMq4RJVgQLkU_thumbnail.jpg,1958
Equinox Flower,Yasujiro Ozu,Japan,,https://www.criterion.com/films/783-equinox-flower,https://s3.amazonaws.com/criterion-production/films/802954a489252be88ae85a4bae9a7fa2/PuW2V8VTC11h0oQPlpTCHyXBRY8bdy_thumbnail.jpg,1977
Eraserhead,David Lynch,United States,725,https://www.criterion.com/films/28382-eraserhead,https://s3.amazonaws.com/criterion-production/films/c834dedcc911ec34cb90bdefd315542e/nqPw4QXPXZp3mgcIFcvR9BL0mW2obB_thumbnail.jpg,
Essential Art House: 50 Years of Janus Films,,,,https://www.criterion.com/boxsets/305-essential-art-house-50-years-of-janus-films,https://s3.amazonaws.com/criterion-production/product_images/1896-83fe48a59fe1f7eb29f0307e3f2f63f4/zQ235ICl6OxHik6DAkN1liJaj0i6Mt_small.jpg,
The Essential Jacques Demy,,,713,https://www.criterion.com/boxsets/1055-the-essential-jacques-demy,https://s3.amazonaws.com/criterion-production/product_images/1827-340d95a9dc4160151fad3b6ee59da757/g1SkfwOWOBrY9ryHCbnk9w9KcU5iJW_small.jpg,1991
Europa,Lars von Trier,Denmark,454,https://www.criterion.com/films/768-europa,https://s3.amazonaws.com/criterion-production/films/30933b9075ff0010f0d3d9da0378c64c/7F7jony14F4JwDNqN4WiethpaXjgWA_thumbnail.jpg,1990
Europa Europa,Agnieszka Holland,Germany,985,https://www.criterion.com/films/28040-europa-europa,https://s3.amazonaws.com/criterion-production/films/1975c824e3f44554d1755f66ac8e9901/op5e76062WLo9yZJeiOlU7gNFEjL5m_thumbnail.jpg,1952
Europe ’51,Roberto Rossellini,Italy,674,https://www.criterion.com/films/28108-europe-51,https://s3.amazonaws.com/criterion-production/films/322f040a60532b89f72da14f7ed9385f/5jeBrecMTVgwaM1S0SGmRxA1z8dEZ5_thumbnail.jpg,2008
Everlasting Moments,Jan Troell,Sweden,520,https://www.criterion.com/films/21118-everlasting-moments,https://s3.amazonaws.com/criterion-production/films/f4a75fa9e4e3797bba7a179dd774d412/n4PstJirHzLRuR7mdBBOY7ntCG6Suo_thumbnail.jpg,1980
Every Man for Himself,Jean-Luc Godard,France,744,https://www.criterion.com/films/28549-every-man-for-himself,https://s3.amazonaws.com/criterion-production/films/7d4a70d2c5219845114b619aca4beada/kwLi80oyUdMtsoTL22F673KR9zTSvu_thumbnail.jpg,1933
Every-Night Dreams,Mikio Naruse,Japan,,https://www.criterion.com/films/27547-every-night-dreams,https://s3.amazonaws.com/criterion-production/films/3059471c517f566f014e151526c17bf3/M93oxLH4L4JoUP1ZtX9a5ODe3LwqC2_thumbnail.jpg,1963
The Executioner,Luis García Berlanga,Spain,840,https://www.criterion.com/films/28980-the-executioner,https://s3.amazonaws.com/criterion-production/films/31c83f5d0b777c57c928236102cc1f8b/pFf5JOnCFkVDsc5hQGHCwODxzgaUy4_thumbnail.jpg,1962
The Exterminating Angel,Luis Buñuel,Mexico,459,https://www.criterion.com/films/1076-the-exterminating-angel,https://s3.amazonaws.com/criterion-production/films/cda5446e826e520f328e997ad815c538/1EcnbVyDTbLAxNURdk0Y8bnIojE1pY_thumbnail.jpg,1960
Eyes Without a Face,Georges Franju,France,260,https://www.criterion.com/films/950-eyes-without-a-face,https://s3.amazonaws.com/criterion-production/films/fc3c1f281c7c268b95d6ccfcb9c09753/09SjT40uvff2VmvuzTfllqpz5yKg2o_thumbnail.jpg,1957
A Face in the Crowd,Elia Kazan,United States,970,https://www.criterion.com/films/28703-a-face-in-the-crowd,https://s3.amazonaws.com/criterion-production/films/4c109973612e53d8cd8269099a51b8db/Ge9NUnmWvujUZYFWo5TMq6nMZdFLPy_thumbnail.jpg,1966
The Face of Another,Hiroshi Teshigahara,Japan,395,https://www.criterion.com/films/828-the-face-of-another,https://s3.amazonaws.com/criterion-production/films/96aaa4852564c797f5a3eda2e58fd0a6/aGGt1C8WP6nmn3eJJIRKljOhzENnRi_thumbnail.jpg,1968
Faces,John Cassavetes,United States,252,https://www.criterion.com/films/915-faces,https://s3.amazonaws.com/criterion-production/films/50c46391dcf93a0c61119b657cc105a4/NjRgeDmzeOxHkplWNoMOrld8T5ng9W_thumbnail.jpg,1948
The Fallen Idol,Carol Reed,United Kingdom,357,https://www.criterion.com/films/346-the-fallen-idol,https://s3.amazonaws.com/criterion-production/films/6446045381af731c53ab306dcd52ab5e/0BOWWQEXhvz585Ya03Z8Um7SGh2m7k_thumbnail.jpg,1952
Fanfan la Tulipe,Christian-Jaque,France,451,https://www.criterion.com/films/750-fanfan-la-tulipe,https://s3.amazonaws.com/criterion-production/films/655106c6e5c5cb1345e565eaf218815e/H76zJ42x9gqvXla7tZzQflVDhzJYJz_thumbnail.jpg,1932
Fanny,Marc Allégret,France,883,https://www.criterion.com/films/28858-fanny,https://s3.amazonaws.com/criterion-production/films/28e497421d0e485cece5e9269c16af35/ZfUeJFt1aesMSRGbLbQqTuhBztrEGP_thumbnail.jpg,
Fanny and Alexander Box Set,,,261,https://www.criterion.com/boxsets/206-fanny-and-alexander-box-set,https://s3.amazonaws.com/criterion-production/product_images/1879-ddf9f0d1ce4179a8d951c0d9565fd7b6/p9zD6ZURSPmDBhod3yL2aDID2gMRQD_small.jpg,1983
Fanny and Alexander: Television Version,Ingmar Bergman,Sweden,262,https://www.criterion.com/films/626-fanny-and-alexander-television-version,https://s3.amazonaws.com/criterion-production/films/469345bca4a09a5ee860757191bf54aa/qBKD4rkTkrw13Kel43PGAGbg1uBePQ_thumbnail.jpg,1982
