title,director,country,spine,url,img,year
Cold Water,Olivier Assayas,France,944,https://www.criterion.com/films/29385-cold-water,https://s3.amazonaws.com/criterion-production/films/7dc2053676e3548a6a4e024bc46a509d/s6RMaPtpFDn6RCemQ507uIvhkmRm6v_thumbnail.jpg,1967
La collectionneuse,Eric Rohmer,France,346,https://www.criterion.com/films/792-la-collectionneuse,https://s3.amazonaws.com/criterion-production/films/584e3ea17008f30ee0287370a5b865d8/LYlawNPasS3k0UvwjAqVhTMFxXSf1H_thumbnail.jpg,1969
The Color of Pomegranates,Sergei Parajanov,Soviet Union,918,https://www.criterion.com/films/29219-the-color-of-pomegranates,https://s3.amazonaws.com/criterion-production/films/0972e94eb6deb7848c417d7ac83c1efb/thoVlhVudcPZcmdyX8qfGrIFKFByDg_thumbnail.jpg,2006
Colossal Youth,Pedro Costa,Portugal,511,https://www.criterion.com/films/439-colossal-youth,https://s3.amazonaws.com/criterion-production/films/6d11fa2755ba7b9ae8fef609d52c7d2a/EUCxeXlhyFlnIoUOXvT7PGXA0YMhSf_thumbnail.jpg,1967
A Colt Is My Passport,Takashi Nomura,Japan,,https://www.criterion.com/films/2959-a-colt-is-my-passport,https://s3.amazonaws.com/criterion-production/films/b37b5f0d66909d3cc26ac3dfa1787cb8/2D42eMsWMmSqQ5CQpABpz4hhQo0lQn_thumbnail.jpg,1972
Come On Children,Allan King,Canada,,https://www.criterion.com/films/27516-come-on-children,https://s3.amazonaws.com/criterion-production/films/f6f4972ed248936fb25275ac0cd0f95b/u5e0cO5Yng67RMvkJGhC7DOlTm8RsV_thumbnail.jpg,1962
La commare secca,Bernardo Bertolucci,Italy,272,https://www.criterion.com/films/940-la-commare-secca,https://s3.amazonaws.com/criterion-production/films/8d41805aabbf9c68049033a9e54fc4ca/5HBkbTpi2BcdDfPwUmTIH76T5jR9jA_thumbnail.jpg,
The Complete Jacques Tati,,,729,https://www.criterion.com/boxsets/1069-the-complete-jacques-tati,https://s3.amazonaws.com/criterion-production/product_images/1826-74abafd9cdfb81dc87d1738ec3c99693/VZ6wkU3rR5LF2srqIn918sRLIBPOl8_small.jpg,
The Complete Jean Vigo,,,578,https://www.criterion.com/boxsets/819-the-complete-jean-vigo,https://s3.amazonaws.com/criterion-production/product_images/1843-6e179857a2b22f6fff1aee72814e6e1f/ucDdSNidzRCUS9xrmSXHu8tdlizbxG_small.jpg,
The Complete Lady Snowblood,,,,https://www.criterion.com/boxsets/1154-the-complete-lady-snowblood,https://s3.amazonaws.com/criterion-production/product_images/1774-9f80f88ba65d2e6144b66f7e6ab165ba/BR6bq3dQcJkLW3HdaTxjtaFcplu09o_small.jpg,
The Complete Monterey Pop Festival,,,167,https://www.criterion.com/boxsets/326-the-complete-monterey-pop-festival,https://s3.amazonaws.com/criterion-production/product_images/1845-db3c5bcb75d32e794daaab2880a9cefc/oRg21cXVbdpJhR5WR3oZFrGDkJXY37_small.jpg,1955
The Complete Mr. Arkadin,Orson Welles,United States,322,https://www.criterion.com/films/767-the-complete-mr-arkadin,https://s3.amazonaws.com/criterion-production/films/a6ecf6ce388664b85c728537cf920661/6kz63rtLVW85LWGxlBQptAJLbOfcws_thumbnail.jpg,1970
The Confession,Costa-Gavras,Italy,759,https://www.criterion.com/films/27873-the-confession,https://s3.amazonaws.com/criterion-production/films/012877704e85d3ea20d1ef31eb594fc8/ZbdILnw7l4LZTO3TS4JBBENfh2NhU8_thumbnail.jpg,2000
A Constant Forge,Charles Kiselyak,United States,256,https://www.criterion.com/films/956-a-constant-forge,https://s3.amazonaws.com/criterion-production/films/065e4e448fff5d384ae7c62dea98a748/7XEmuBDcFmxkqGoAbIkUxFRCVz8z0X_thumbnail.jpg,1963
Contempt,Jean-Luc Godard,France,171,https://www.criterion.com/films/239-contempt,https://s3.amazonaws.com/criterion-production/films/cae208f094ecebe309725be4da77fc6a/2BtyOBtJSRO3DebbEvm5h4sRnya54Z_thumbnail.jpg,1943
Le Corbeau,Henri-Georges Clouzot,France,227,https://www.criterion.com/films/684-le-corbeau,https://s3.amazonaws.com/criterion-production/films/95ea23ade5be5b143bc2d342faf79f07/X0SxKxF2agBcbljaEhMcKpiEnkYMIr_thumbnail.jpg,1959
Corridors of Blood,Robert Day,United States,368,https://www.criterion.com/films/806-corridors-of-blood,https://s3.amazonaws.com/criterion-production/films/79db9535ede5c086db79d6ecdd52ee38/PdAnbV2oK5GcJBQSQ7Xxd480zUoIZg_thumbnail.jpg,1935
The Count of the Old Town,Sigurd Wallén…,Sweden,,https://www.criterion.com/films/28866-the-count-of-the-old-town,https://s3.amazonaws.com/criterion-production/films/bb3d92ac28b94e8cbad1c169e15230eb/gxgY0bIbXgkuyFw4Zs4uwe1uD5PxnV_thumbnail.jpg,1976
Coup de grâce,Volker Schlöndorff,Germany,192,https://www.criterion.com/films/737-coup-de-gr-ce,https://s3.amazonaws.com/criterion-production/films/22a10f46e2d950d3ab907e62e119bd61/QMb2egiiChRALGyT7ZrOLX40p36N5I_thumbnail.jpg,1981
Coup de torchon,Bertrand Tavernier,France,106,https://www.criterion.com/films/647-coup-de-torchon,https://s3.amazonaws.com/criterion-production/films/d0b735e2514d89193aedce88c1dcca8f/cE143kEvrQMUNQgScnzItDD0iU4kxu_thumbnail.jpg,1959
Les cousins,Claude Chabrol,France,581,https://www.criterion.com/films/27816-les-cousins,https://s3.amazonaws.com/criterion-production/films/56ba3e5cf5c30c4ca37d11dbc92db30c/TIrcSypBNof95PXcIsPiciN0HD59y4_thumbnail.jpg,1957
The Cranes Are Flying,Mikhail Kalatozov,Soviet Union,146,https://www.criterion.com/films/547-the-cranes-are-flying,https://s3.amazonaws.com/criterion-production/films/306ed6bad3064a04c6c10ac436f8a784/5QhKpqOqzAfKWO9BjgEEgnxKWLzcDn_thumbnail.jpg,1956
Crazed Fruit,Kô Nakahira,Japan,295,https://www.criterion.com/films/872-crazed-fruit,https://s3.amazonaws.com/criterion-production/films/1d775c19a4731003ec45c846f2134507/OJ4jbjYEb96JR4ixXoUpfsFPa3Yvmb_thumbnail.jpg,1976
Cría cuervos . . .,Carlos Saura,Spain,403,https://www.criterion.com/films/519-cr-a-cuervos,https://s3.amazonaws.com/criterion-production/films/69a4c4ac0d7ec8b395b49e445f40f7f8/FOqxqToJ8GLTXiWaJjhUSo1Fk8kmh2_thumbnail.jpg,1972
Cries and Whispers,Ingmar Bergman,Sweden,101,https://www.criterion.com/films/237-cries-and-whispers,https://s3.amazonaws.com/criterion-production/films/8968996394900a7ff0de5a53d03ac392/mCvLwTDCAXEVyMHp4om3piFvSm2nzL_thumbnail.jpg,1946
Crisis,Ingmar Bergman,Sweden,,https://www.criterion.com/films/642-crisis,https://s3.amazonaws.com/criterion-production/films/542ef2c25a743bb8a82732d00beb13e8/xZoOJta8ySUAE4BYDQfQ7rbXDplEDb_thumbnail.jpg,1993
Cronos,Guillermo del Toro,Mexico,551,https://www.criterion.com/films/27534-cronos,https://s3.amazonaws.com/criterion-production/films/bf5522f9c5a76a5e8b06fa496db2c56b/qLNV9fawkZraKjbzYwdhn6ArT0cMbF_thumbnail.jpg,1964
Cruel Gun Story,Takumi Furukawa,Japan,,https://www.criterion.com/films/2958-cruel-gun-story,https://s3.amazonaws.com/criterion-production/films/cac765ffac469e38e902e6731d385ed8/hu7faMFD7SivPV2H7xKpK954zrHi8h_thumbnail.jpg,1995
Crumb,Terry Zwigoff,United States,533,https://www.criterion.com/films/2104-crumb,https://s3.amazonaws.com/criterion-production/films/27dd566d238f504813be2dfe941e3485/KUBCmsMdzcwngqIjbICbsqUSkdzdok_thumbnail.jpg,1966
Cul-de-sac,Roman Polanski,United Kingdom,577,https://www.criterion.com/films/27658-cul-de-sac,https://s3.amazonaws.com/criterion-production/films/9466ce24b77e3fa3a9ade373aac1fa2a/yNmDmRc9rtQN79bkL8PcRrpb8OjiKO_thumbnail.jpg,2008
The Curious Case of Benjamin Button,David Fincher,United States,476,https://www.criterion.com/films/1584-the-curious-case-of-benjamin-button,https://s3.amazonaws.com/criterion-production/films/999405f5b0b718043c15d1183d04bede/6ZXWpPhvznaU1VM6grQfjigdBN06Pi_thumbnail.jpg,1966
Daisies,Věra Chytilová,Czechoslovakia,,https://www.criterion.com/films/27854-daisies,https://s3.amazonaws.com/criterion-production/films/8c219ece2bce251bb4c939bd83702c8e/H6HWJlOiJRZfjHmW9WjxCqHr2G8g8g_thumbnail.jpg,1945
Les dames du Bois de Boulogne,Robert Bresson,France,183,https://www.criterion.com/films/451-les-dames-du-bois-de-boulogne,https://s3.amazonaws.com/criterion-production/films/8143eef9074decd86ff4c6550ab48a19/TXr0wyhYB84l2VQsxjQPTmH5qZxGNp_thumbnail.jpg,1983
Danton,Andrzej Wajda,France,464,https://www.criterion.com/films/555-danton,https://s3.amazonaws.com/criterion-production/films/a22b98c408877cc33e0503bb843909c2/YweSwclx3W7SzFLPgICwBHTkdLCERC_thumbnail.jpg,2007
The Darjeeling Limited,Wes Anderson,United States,540,https://www.criterion.com/films/27520-the-darjeeling-limited,https://s3.amazonaws.com/criterion-production/films/ba78cd679dd658ed1a17221053a9bad5/SNeRLKUqSj4XOVWEWskwqDtlCTc7m4_thumbnail.jpg,1930
David Golder,Julien Duvivier,France,,https://www.criterion.com/films/28028-david-golder,https://s3.amazonaws.com/criterion-production/films/d3e5b0be0cbf103ddc190b26556990e7/VG0RApuhMC7e7jA4AGjDw4ZUoCP57g_thumbnail.jpg,
David Lean Directs Noël Coward,,,603,https://www.criterion.com/boxsets/861-david-lean-directs-no-l-coward,https://s3.amazonaws.com/criterion-production/product_images/1840-088af0518384d0cd3ade371a9be9adad/HA6lPFqR7TccJBZskcnpzNd3SgtQAz_small.jpg,2016
David Lynch: The Art Life,Olivia Neergaard-Holm…,United States,895,https://www.criterion.com/films/29285-david-lynch-the-art-life,https://s3.amazonaws.com/criterion-production/films/45ae4aaeb01b65d3788e09d553527a0d/O5urSQ3UPS5ELUhh25uHIS7M5ri1p3_thumbnail.jpg,1973
Day for Night,François Truffaut,France,769,https://www.criterion.com/films/28698-day-for-night,https://s3.amazonaws.com/criterion-production/films/7667c4229e57db415f4b05c81d07da43/AnZ260N6qfjN3t5vWZvfLYZv2PcaoB_thumbnail.jpg,1936
A Day in the Country,Jean Renoir,France,746,https://www.criterion.com/films/28072-a-day-in-the-country,https://s3.amazonaws.com/criterion-production/films/044a5a0a2a7125f0b809350ef96d01cb/9XiTwMSfnaq7GPsxhyA814NRNc5tgN_thumbnail.jpg,1943
Day of Wrath,Carl Th. Dreyer,Denmark,125,https://www.criterion.com/films/442-day-of-wrath,https://s3.amazonaws.com/criterion-production/films/a08cc86b0a4c76930a70c79b6e28cb30/VCRpDPd7SFdURJulHsifKoXIDk8rwp_thumbnail.jpg,1978
Days of Heaven,Terrence Malick,United States,409,https://www.criterion.com/films/213-days-of-heaven,https://s3.amazonaws.com/criterion-production/films/323c56a13b44f5ded3b7b0117a6dc08d/o7l2a4KSto1HXIf7DxvRcPVn2sMRvl_thumbnail.jpg,1993
Dazed and Confused,Richard Linklater,United States,336,https://www.criterion.com/films/314-dazed-and-confused,https://s3.amazonaws.com/criterion-production/films/406c5bfd8089fa0d386cb7bdc5850df9/EdQqw8cU4kk7owg1vm6AUfvvV8Fju8_thumbnail.jpg,1995
Dead Man,Jim Jarmusch,United States,919,https://www.criterion.com/films/29064-dead-man,https://s3.amazonaws.com/criterion-production/films/677caf3a735a98d9b25dda5866e02425/AviAMLQTTTBrVvmfpiblXCNpkIDwdP_thumbnail.jpg,1988
Dead Ringers,David Cronenberg,United States,21,https://www.criterion.com/films/541-dead-ringers,https://s3.amazonaws.com/criterion-production/films/ae6a820ec6ae64f3fdee2462bc053d1c/mBCC4seMjkFwpIEHWHslNU9zliMIDy_thumbnail.jpg,1968
Death by Hanging,Nagisa Oshima,Japan,798,https://www.criterion.com/films/28360-death-by-hanging,https://s3.amazonaws.com/criterion-production/films/a14fbd036632e3f415a1d84eeb8c2163/YxXhIfpmjFKdisDsKw9Hp5jdpJcpZO_thumbnail.jpg,1971
Death in Venice,Luchino Visconti,Italy,962,https://www.criterion.com/films/28699-death-in-venice,https://s3.amazonaws.com/criterion-production/films/6fb38dd82b9187c02eefe787d4b50a26/6Sih2y6NRUfuPxa5MOSpbNEim3ydUM_thumbnail.jpg,1955
Death of a Cyclist,Juan Antonio Bardem,Spain,427,https://www.criterion.com/films/537-death-of-a-cyclist,https://s3.amazonaws.com/criterion-production/films/012ec32830c466da41184e9b7ae850b9/j8Biresgpv45Yek1l8voqqAyV3xkcT_thumbnail.jpg,1971
The Decameron,Pier Paolo Pasolini,Italy,632,https://www.criterion.com/films/28105-the-decameron,https://s3.amazonaws.com/criterion-production/films/04fdbad7f9a7fc61fe5d6c7261e46845/sJaIpk06p5yy7DpmKUVe39P4KDuYSi_thumbnail.jpg,1988
Dekalog,Krzysztof Kieślowski,Poland,837,https://www.criterion.com/films/28661-dekalog,https://s3.amazonaws.com/criterion-production/films/68df1877f011e5cc0d15378352c8d8a1/gr0TBE0B2FkVmq5BPOeS3xlzufID1T_thumbnail.jpg,1985
Desert Hearts,Donna Deitch,United States,902,https://www.criterion.com/films/29139-desert-hearts,https://s3.amazonaws.com/criterion-production/films/03324a6531ef2d5b59362c4c1f526f8d/W9BXrsLXnGb3dsEG98WrRJ9UuJHSWx_thumbnail.jpg,1933
Design for Living,Ernst Lubitsch,United States,592,https://www.criterion.com/films/27872-design-for-living,https://s3.amazonaws.com/criterion-production/films/0bc7991baccfd892013d8205524fc5fc/1t5qOue6yevJfbHljbCbHYBCUCBVsa_thumbnail.jpg,1937
Désiré,Sacha Guitry,France,,https://www.criterion.com/films/26184-d-sir,https://s3.amazonaws.com/criterion-production/films/94cf0c82e7df5bb8c09439168218d976/Ll0cFvXAawJsbIRpykHOXGFgRm4n1c_thumbnail.jpg,1945
Detour,Edgar G. Ulmer,United States,966,https://www.criterion.com/films/29614-detour,https://s3.amazonaws.com/criterion-production/films/fcb436f8203ef98b638790f6a82f95e9/GutBaftf16Agrr2DM24YR0NmOZNO2L_thumbnail.jpg,1966
Le deuxième souffle,Jean-Pierre Melville,France,448,https://www.criterion.com/films/760-le-deuxi-me-souffle,https://s3.amazonaws.com/criterion-production/films/87dc773b5e804078f433611b6996df4b/5NngVtv2Plz7E6NhXX1dOMYSiYTSUF_thumbnail.jpg,1941
The Devil and Daniel Webster,William Dieterle,United States,214,https://www.criterion.com/films/622-the-devil-and-daniel-webster,https://s3.amazonaws.com/criterion-production/films/711e752ce9b5c42995bb463693a0f371/RN7rkLPEIs51hWPn9yes29Zlzsj0cW_thumbnail.jpg,1935
The Devil Is a Woman,Josef von Sternberg,United States,935,https://www.criterion.com/films/28983-the-devil-is-a-woman,https://s3.amazonaws.com/criterion-production/films/41e7f800145b5728357da5c895e22e3e/l3fnAsHEUEoLZsXiq6KoR4e6IWR4lk_thumbnail.jpg,2001
